Brand,Model,Year,Transmission,Mileage,Price
Volkswagen,Passat,2006,Semi-Automatic,203140,6137
Audi,Q5,2019,Automatic,299007,7819
Honda,Civic,2000,Semi-Automatic,71037,7279
Hyundai,Tucson,2017,Semi-Automatic,190312,9693
Kia,Sportage,2003,Automatic,138463,6030
Volkswagen,Tiguan,2011,Manual,49206,11615
BMW,5 Series,2009,Semi-Automatic,115364,8292
Toyota,RAV4,2021,Automatic,291239,9375
Mercedes,C-Class,2000,Manual,270079,2898
Mercedes,E-Class,2015,Semi-Automatic,260513,5789
Toyota,Corolla,2016,Semi-Automatic,191330,8773
Volkswagen,Tiguan,2019,Manual,133300,13034
Honda,Accord,2020,Semi-Automatic,51251,13674
BMW,X5,2021,Semi-Automatic,48231,11135
Chevrolet,Impala,2013,Automatic,196832,9763
Hyundai,Elantra,2023,Semi-Automatic,49540,14309
Chevrolet,Malibu,2014,Automatic,47950,13041
Audi,Q5,2014,Semi-Automatic,237177,7556
Volkswagen,Tiguan,2011,Semi-Automatic,285572,6588
Ford,Focus,2017,Semi-Automatic,263823,7523
Volkswagen,Tiguan,2020,Automatic,134572,11208
Ford,Explorer,2019,Manual,234754,10804
BMW,3 Series,2019,Manual,248880,10022
Ford,Explorer,2010,Manual,36425,7971
Kia,Optima,2001,Semi-Automatic,189692,6806
Toyota,Corolla,2001,Semi-Automatic,107723,9045
Kia,Rio,2023,Manual,177464,10850
Audi,A4,2011,Manual,104757,8104
Kia,Sportage,2017,Automatic,108462,13130
Hyundai,Sonata,2022,Automatic,28342,15733
Volkswagen,Golf,2016,Automatic,218978,9820
BMW,5 Series,2018,Manual,216924,11061
Ford,Fiesta,2014,Semi-Automatic,136710,10365
Hyundai,Elantra,2001,Manual,187046,4759
Hyundai,Elantra,2005,Automatic,45510,9889
Ford,Explorer,2003,Automatic,267644,2547
Mercedes,GLA,2002,Automatic,248863,6022
BMW,5 Series,2022,Automatic,112224,11555
BMW,3 Series,2012,Semi-Automatic,269110,7417
Kia,Rio,2006,Automatic,71600,8068
Mercedes,C-Class,2020,Manual,167084,11058
Hyundai,Elantra,2018,Manual,209783,9304
Honda,CR-V,2000,Automatic,122782,7544
Volkswagen,Passat,2018,Manual,44918,14101
BMW,X5,2011,Semi-Automatic,59350,10513
Toyota,Camry,2005,Automatic,124854,9002
Honda,Accord,2002,Manual,129658,4806
Ford,Explorer,2017,Semi-Automatic,174286,12714
Audi,A4,2009,Automatic,119948,10401
Audi,A4,2000,Semi-Automatic,63543,6629
BMW,5 Series,2005,Semi-Automatic,123959,7020
Mercedes,GLA,2020,Automatic,119413,10911
Mercedes,GLA,2002,Automatic,28405,12231
Audi,Q5,2010,Automatic,19071,12018
Chevrolet,Equinox,2017,Semi-Automatic,96482,9070
Honda,Civic,2015,Semi-Automatic,207427,8751
Hyundai,Elantra,2012,Semi-Automatic,291400,4472
Chevrolet,Impala,2023,Automatic,41573,13768
Chevrolet,Equinox,2003,Automatic,100141,8797
Chevrolet,Equinox,2012,Semi-Automatic,128584,6528
Ford,Explorer,2003,Automatic,299066,5418
Mercedes,E-Class,2004,Automatic,141943,5161
Volkswagen,Passat,2015,Automatic,263711,9025
Audi,A4,2010,Automatic,281978,7360
Chevrolet,Malibu,2002,Manual,214459,4110
Honda,CR-V,2002,Manual,159351,5312
Chevrolet,Malibu,2000,Manual,280108,2000
BMW,3 Series,2011,Manual,178509,7629
Hyundai,Sonata,2004,Manual,17140,8957
Audi,A4,2017,Automatic,280103,7697
Toyota,Camry,2012,Automatic,97971,12340
Audi,A3,2010,Automatic,226022,10679
Toyota,Corolla,2004,Automatic,88330,7633
Mercedes,GLA,2012,Semi-Automatic,251019,9379
Kia,Rio,2021,Manual,115527,10489
BMW,5 Series,2020,Automatic,65158,15396
Honda,Civic,2011,Semi-Automatic,136182,9276
Audi,A4,2018,Manual,171346,10373
BMW,3 Series,2011,Automatic,31189,12176
Toyota,RAV4,2019,Manual,98479,11430
Ford,Focus,2010,Automatic,214493,7510
Honda,Accord,2023,Manual,238324,11233
BMW,X5,2000,Manual,194043,3519
Audi,A4,2022,Semi-Automatic,226584,11768
Volkswagen,Tiguan,2017,Automatic,233248,9635
Audi,A3,2007,Automatic,213520,9129
Audi,Q5,2019,Automatic,280967,7080
Ford,Fiesta,2006,Manual,51538,8569
Chevrolet,Malibu,2001,Manual,70195,7896
Mercedes,C-Class,2015,Semi-Automatic,139468,11210
Chevrolet,Impala,2005,Semi-Automatic,42542,8849
Hyundai,Tucson,2020,Semi-Automatic,192030,9559
Toyota,Corolla,2023,Semi-Automatic,19096,15018
BMW,5 Series,2002,Semi-Automatic,273477,3930
Ford,Explorer,2012,Semi-Automatic,18936,9021
Honda,Civic,2009,Manual,182780,5444
Ford,Focus,2019,Automatic,141392,13072
BMW,X5,2009,Manual,65564,8588
Honda,CR-V,2017,Semi-Automatic,125535,10289
BMW,3 Series,2004,Manual,215571,5988
Hyundai,Tucson,2021,Automatic,217374,11452
Hyundai,Tucson,2004,Automatic,173201,8335
Honda,Civic,2019,Manual,158300,9834
Chevrolet,Malibu,2022,Semi-Automatic,117267,14154
Chevrolet,Impala,2014,Automatic,181881,8162
Toyota,Corolla,2017,Semi-Automatic,46400,11872
Ford,Fiesta,2005,Manual,125377,7292
BMW,3 Series,2018,Manual,142084,11658
Mercedes,E-Class,2014,Manual,95579,8088
Honda,Civic,2002,Manual,275483,3490
Kia,Rio,2004,Automatic,68962,9120
Volkswagen,Golf,2010,Semi-Automatic,265548,5889
Kia,Sportage,2015,Semi-Automatic,161451,10370
Toyota,Corolla,2014,Semi-Automatic,173573,8228
Mercedes,C-Class,2020,Automatic,258410,8031
Mercedes,E-Class,2018,Manual,68474,12330
Honda,Accord,2003,Manual,278555,3628
Kia,Sportage,2012,Semi-Automatic,113357,10132
Honda,Civic,2022,Semi-Automatic,118189,9536
Kia,Sportage,2005,Automatic,52129,11057
Kia,Optima,2020,Automatic,1213,12875
Toyota,RAV4,2007,Semi-Automatic,193478,8230
Chevrolet,Equinox,2007,Manual,109544,6909
Volkswagen,Golf,2022,Manual,145259,12394
Hyundai,Tucson,2022,Semi-Automatic,86670,10266
Honda,CR-V,2022,Manual,90870,14682
Chevrolet,Equinox,2010,Semi-Automatic,88040,9739
Volkswagen,Passat,2007,Manual,272439,5751
BMW,5 Series,2018,Manual,193942,10221
Audi,A4,2006,Automatic,286546,4269
Honda,Civic,2008,Automatic,140691,10686
BMW,5 Series,2023,Semi-Automatic,151802,10663
Audi,Q5,2012,Semi-Automatic,47107,11057
Chevrolet,Equinox,2015,Semi-Automatic,116244,9175
Toyota,Corolla,2013,Semi-Automatic,248675,6726
Chevrolet,Malibu,2023,Manual,206061,11478
Toyota,RAV4,2003,Semi-Automatic,248288,4734
Toyota,Corolla,2020,Semi-Automatic,200179,9896
BMW,X5,2001,Automatic,124896,7202
Honda,Civic,2011,Semi-Automatic,34683,12106
BMW,5 Series,2008,Automatic,211540,8369
Mercedes,C-Class,2020,Semi-Automatic,245144,9497
Honda,CR-V,2006,Semi-Automatic,126424,7971
Chevrolet,Impala,2016,Manual,80455,9490
Honda,CR-V,2020,Manual,231642,8567
Kia,Sportage,2004,Automatic,93978,10320
Volkswagen,Passat,2005,Manual,217997,2740
Hyundai,Sonata,2012,Manual,74195,9016
Hyundai,Sonata,2012,Automatic,211305,10073
Ford,Fiesta,2018,Manual,5196,11396
Audi,Q5,2016,Semi-Automatic,181485,10670
BMW,X5,2019,Manual,238714,10025
Toyota,Camry,2012,Manual,22645,11147
Audi,Q5,2012,Automatic,89321,8713
BMW,X5,2014,Automatic,174202,11115
Toyota,RAV4,2023,Automatic,131850,12863
Mercedes,C-Class,2002,Semi-Automatic,236758,3764
Ford,Explorer,2014,Automatic,172033,8859
Hyundai,Elantra,2014,Automatic,115640,12587
Mercedes,C-Class,2013,Semi-Automatic,286873,6062
Toyota,Corolla,2016,Semi-Automatic,276633,9167
Kia,Rio,2016,Manual,104572,9508
Ford,Explorer,2007,Semi-Automatic,294977,3100
Hyundai,Elantra,2019,Automatic,241090,7678
Kia,Rio,2018,Manual,36711,13165
Volkswagen,Golf,2010,Manual,249910,7001
Hyundai,Tucson,2015,Manual,257380,6552
Honda,Accord,2000,Automatic,69339,5613
Hyundai,Tucson,2007,Automatic,266758,4064
Audi,A3,2008,Automatic,217728,8545
BMW,3 Series,2019,Semi-Automatic,110440,13591
Volkswagen,Tiguan,2023,Automatic,253722,8925
Volkswagen,Golf,2006,Automatic,84861,10302
Kia,Optima,2002,Automatic,293857,3022
Honda,CR-V,2019,Automatic,159120,9217
Hyundai,Elantra,2012,Semi-Automatic,1565,12368
Audi,A3,2012,Semi-Automatic,156438,9871
BMW,3 Series,2020,Automatic,156278,12574
Volkswagen,Golf,2022,Automatic,137767,13744
Ford,Fiesta,2015,Semi-Automatic,160346,10693
Chevrolet,Equinox,2021,Automatic,52952,12340
BMW,5 Series,2023,Manual,46588,12968
BMW,5 Series,2022,Automatic,51622,15367
Chevrolet,Impala,2017,Semi-Automatic,106704,12965
Mercedes,E-Class,2011,Semi-Automatic,78434,7931
Ford,Fiesta,2006,Semi-Automatic,239992,6000
Audi,A3,2017,Manual,122433,9351
Kia,Sportage,2005,Manual,2587,7548
Honda,CR-V,2005,Manual,38437,11231
Chevrolet,Impala,2014,Semi-Automatic,102784,10344
Volkswagen,Passat,2006,Automatic,195789,6384
Kia,Sportage,2016,Manual,99794,11104
Kia,Rio,2013,Semi-Automatic,143174,6636
Chevrolet,Malibu,2014,Automatic,30639,13287
Hyundai,Sonata,2011,Automatic,132009,10559
Audi,A4,2011,Manual,155375,9792
Ford,Explorer,2004,Automatic,189756,6604
Toyota,Corolla,2010,Semi-Automatic,149067,8018
Ford,Explorer,2021,Manual,250370,7092
Toyota,Corolla,2021,Automatic,279321,8713
BMW,X5,2010,Manual,189540,8609
Hyundai,Tucson,2006,Semi-Automatic,102680,6446
Hyundai,Elantra,2015,Automatic,215906,9481
Mercedes,E-Class,2002,Manual,116977,4060
Hyundai,Tucson,2012,Manual,159236,10215
Mercedes,C-Class,2021,Manual,94705,10905
Hyundai,Sonata,2018,Semi-Automatic,245073,8898
Audi,Q5,2020,Automatic,188803,10323
Ford,Focus,2001,Semi-Automatic,219120,2000
Chevrolet,Equinox,2002,Manual,23277,7434
Ford,Fiesta,2017,Automatic,9177,12616
Mercedes,E-Class,2005,Manual,133103,7837
Honda,Civic,2006,Manual,142293,4454
Audi,A4,2018,Automatic,107147,11757
Kia,Sportage,2000,Manual,21303,8073
BMW,3 Series,2020,Semi-Automatic,132791,12044
Kia,Optima,2003,Manual,192356,6952
Mercedes,GLA,2004,Manual,123019,8639
Honda,CR-V,2017,Manual,132831,8843
Honda,Civic,2010,Semi-Automatic,168167,4936
Honda,Accord,2008,Semi-Automatic,73222,8535
Toyota,RAV4,2013,Semi-Automatic,288094,6738
Toyota,RAV4,2001,Semi-Automatic,213779,2524
Audi,A3,2015,Semi-Automatic,115707,11585
BMW,X5,2013,Semi-Automatic,147066,9658
Toyota,Corolla,2020,Semi-Automatic,107566,11248
Kia,Optima,2006,Manual,154437,6311
Volkswagen,Passat,2018,Manual,234775,6704
Honda,Civic,2013,Automatic,205900,10082
BMW,5 Series,2000,Semi-Automatic,269373,5512
Chevrolet,Equinox,2002,Automatic,204351,6012
Hyundai,Sonata,2000,Semi-Automatic,164580,4008
Honda,Accord,2016,Manual,181002,9379
Chevrolet,Equinox,2020,Manual,94143,9617
Hyundai,Elantra,2012,Semi-Automatic,152845,6843
Hyundai,Elantra,2016,Manual,258070,7438
Hyundai,Elantra,2023,Manual,84915,13901
Chevrolet,Equinox,2006,Manual,242946,3441
Mercedes,C-Class,2002,Automatic,292289,6354
Ford,Focus,2020,Automatic,226627,11567
Volkswagen,Tiguan,2020,Manual,13991,12120
Kia,Optima,2011,Semi-Automatic,81075,7878
BMW,3 Series,2003,Manual,243002,3039
Chevrolet,Malibu,2006,Manual,1828,10463
BMW,5 Series,2018,Automatic,220377,12092
Audi,Q5,2013,Manual,168817,8223
Kia,Rio,2022,Manual,275218,10195
Hyundai,Sonata,2019,Automatic,122264,14154
Hyundai,Tucson,2002,Semi-Automatic,252722,5745
Toyota,RAV4,2022,Semi-Automatic,35772,11784
Volkswagen,Passat,2012,Semi-Automatic,31683,10566
Audi,A4,2015,Automatic,75917,15181
Audi,A3,2015,Automatic,295350,6593
Ford,Explorer,2013,Manual,31523,11469
Volkswagen,Passat,2019,Manual,105616,8987
Volkswagen,Tiguan,2016,Manual,282282,5254
Chevrolet,Impala,2009,Automatic,195365,8492
Hyundai,Elantra,2023,Automatic,199087,11718
BMW,X5,2006,Automatic,12893,11442
Audi,Q5,2020,Manual,32116,11557
Ford,Explorer,2004,Automatic,33860,11022
Chevrolet,Impala,2011,Semi-Automatic,108748,7325
Kia,Optima,2023,Automatic,50457,15090
Ford,Focus,2013,Manual,74605,9507
Volkswagen,Tiguan,2001,Automatic,38154,8436
Toyota,RAV4,2019,Manual,142336,11653
Hyundai,Tucson,2015,Automatic,34257,11114
Volkswagen,Tiguan,2023,Automatic,254344,10313
Ford,Focus,2011,Manual,175723,9585
Toyota,RAV4,2006,Semi-Automatic,114178,8716
Toyota,Corolla,2022,Manual,140127,12297
BMW,5 Series,2008,Manual,223511,4329
Mercedes,E-Class,2007,Semi-Automatic,270713,4385
Ford,Focus,2013,Automatic,272064,7158
Volkswagen,Golf,2018,Manual,20269,14694
Toyota,Camry,2012,Semi-Automatic,9334,13313
Toyota,RAV4,2006,Semi-Automatic,229372,5912
Hyundai,Sonata,2007,Semi-Automatic,168409,7731
Hyundai,Elantra,2023,Manual,185737,12485
Chevrolet,Impala,2019,Manual,294137,8217
Honda,Civic,2019,Semi-Automatic,110457,9890
Toyota,RAV4,2013,Manual,293472,5430
Hyundai,Elantra,2015,Semi-Automatic,183600,7328
Volkswagen,Passat,2001,Semi-Automatic,165301,5293
Chevrolet,Equinox,2019,Manual,143752,13124
Kia,Sportage,2007,Semi-Automatic,134772,10204
Chevrolet,Impala,2022,Automatic,109284,14514
Audi,A4,2015,Manual,209035,7019
Toyota,Corolla,2014,Manual,25556,14788
Toyota,Corolla,2006,Semi-Automatic,243874,3622
Toyota,RAV4,2016,Semi-Automatic,265121,7997
Ford,Focus,2002,Manual,234547,4209
Chevrolet,Malibu,2021,Automatic,159076,13818
Hyundai,Elantra,2000,Semi-Automatic,182989,5640
Chevrolet,Malibu,2013,Manual,123113,10237
Audi,A4,2008,Automatic,100395,8192
BMW,X5,2015,Manual,203048,8039
Hyundai,Sonata,2000,Automatic,35261,6694
Ford,Fiesta,2001,Semi-Automatic,67635,6347
Audi,Q5,2010,Automatic,180328,10093
Toyota,Corolla,2014,Semi-Automatic,45675,10986
Chevrolet,Impala,2009,Manual,29401,12011
Audi,A4,2004,Manual,77212,7555
Kia,Optima,2017,Manual,75720,9885
Chevrolet,Malibu,2007,Semi-Automatic,71671,8866
Hyundai,Tucson,2008,Manual,78887,10422
Chevrolet,Equinox,2009,Semi-Automatic,192340,6153
Ford,Focus,2018,Automatic,152256,14054
Volkswagen,Golf,2009,Automatic,74681,10106
Kia,Rio,2005,Manual,185991,6180
Toyota,Corolla,2001,Automatic,44251,8914
Kia,Optima,2016,Manual,47895,12642
Toyota,Corolla,2019,Automatic,259113,8817
Hyundai,Elantra,2020,Semi-Automatic,32555,13148
Ford,Fiesta,2016,Semi-Automatic,67824,9943
Audi,A4,2023,Manual,164751,10904
Mercedes,C-Class,2018,Semi-Automatic,237726,7345
Toyota,RAV4,2012,Manual,52702,8145
Toyota,Camry,2019,Automatic,45977,14980
Honda,Accord,2020,Manual,178945,10721
Kia,Sportage,2005,Automatic,171558,6568
Mercedes,E-Class,2020,Automatic,252022,11059
Toyota,RAV4,2013,Automatic,127245,8555
Volkswagen,Golf,2004,Manual,15859,7982
Honda,CR-V,2000,Semi-Automatic,153775,2324
Honda,CR-V,2004,Automatic,141571,6468
Mercedes,E-Class,2009,Semi-Automatic,133496,6130
Ford,Focus,2019,Automatic,86948,10561
Honda,Accord,2017,Semi-Automatic,130322,10593
Toyota,RAV4,2005,Manual,35966,6080
Honda,Civic,2009,Manual,87042,8559
Kia,Rio,2015,Manual,191414,5871
Hyundai,Elantra,2016,Automatic,22926,14441
Volkswagen,Golf,2005,Semi-Automatic,215539,6889
Mercedes,C-Class,2023,Automatic,102120,15357
Volkswagen,Passat,2014,Automatic,104158,11216
Mercedes,E-Class,2023,Manual,125565,10488
Volkswagen,Tiguan,2020,Manual,115468,11390
Kia,Optima,2009,Manual,272444,5651
BMW,3 Series,2017,Manual,80026,13499
Ford,Focus,2015,Semi-Automatic,296388,8172
Chevrolet,Malibu,2018,Automatic,42708,13245
Audi,A3,2021,Automatic,195923,12581
Toyota,Corolla,2015,Semi-Automatic,139145,6917
Ford,Focus,2023,Automatic,151476,14570
Chevrolet,Impala,2012,Automatic,21286,12274
Hyundai,Tucson,2010,Manual,43830,9123
Audi,A3,2020,Automatic,199111,10917
BMW,3 Series,2018,Automatic,277051,9558
Honda,CR-V,2015,Manual,34163,13816
Mercedes,GLA,2020,Manual,18840,13123
Hyundai,Elantra,2009,Manual,176497,4970
Chevrolet,Impala,2022,Manual,173372,8832
BMW,5 Series,2013,Semi-Automatic,189275,6414
Kia,Sportage,2017,Semi-Automatic,186020,9579
Audi,Q5,2002,Semi-Automatic,67800,9644
Chevrolet,Malibu,2020,Semi-Automatic,246105,9877
Volkswagen,Passat,2001,Automatic,74584,8808
BMW,3 Series,2009,Semi-Automatic,22008,8959
Kia,Optima,2016,Semi-Automatic,113841,10023
Kia,Rio,2022,Automatic,220438,11791
Mercedes,GLA,2001,Semi-Automatic,17635,5647
Mercedes,C-Class,2011,Semi-Automatic,192210,6255
Audi,Q5,2012,Manual,229045,4219
Hyundai,Tucson,2012,Manual,212772,7944
Mercedes,GLA,2005,Manual,16802,8263
Honda,Accord,2007,Semi-Automatic,230715,4485
Kia,Sportage,2019,Semi-Automatic,243809,8223
Kia,Optima,2023,Semi-Automatic,239634,9807
Mercedes,GLA,2002,Automatic,193396,3832
Kia,Rio,2004,Semi-Automatic,32171,7956
Toyota,RAV4,2009,Semi-Automatic,5854,7682
Volkswagen,Golf,2004,Semi-Automatic,112247,5255
Audi,Q5,2005,Semi-Automatic,245873,4582
Toyota,Corolla,2015,Manual,285532,8589
Chevrolet,Impala,2011,Manual,286407,6471
Honda,Accord,2007,Semi-Automatic,244059,7618
Mercedes,C-Class,2012,Semi-Automatic,23912,12821
Honda,Civic,2004,Automatic,197380,4252
Toyota,Corolla,2015,Automatic,89572,15108
Hyundai,Elantra,2014,Automatic,68443,10531
Volkswagen,Passat,2015,Automatic,135336,10993
Hyundai,Tucson,2013,Semi-Automatic,296964,7960
Toyota,Camry,2002,Manual,211939,5061
Honda,CR-V,2016,Manual,52223,11455
Toyota,Camry,2022,Automatic,52377,12952
Toyota,RAV4,2003,Automatic,191705,5265
Audi,A4,2017,Automatic,254631,9107
Ford,Focus,2009,Semi-Automatic,106773,7964
Mercedes,C-Class,2001,Manual,252576,2000
Toyota,Corolla,2022,Manual,96622,11767
Toyota,Corolla,2022,Manual,207352,9652
Audi,Q5,2023,Automatic,160297,15194
Mercedes,GLA,2016,Semi-Automatic,165104,9997
Volkswagen,Tiguan,2020,Automatic,68269,16334
Audi,A4,2012,Manual,21795,14164
Audi,A4,2020,Semi-Automatic,207306,8753
BMW,X5,2020,Semi-Automatic,44392,15112
Volkswagen,Tiguan,2015,Manual,60169,10396
Audi,Q5,2005,Manual,26960,9460
Honda,Accord,2023,Automatic,65889,15682
Toyota,RAV4,2006,Semi-Automatic,169281,5714
Volkswagen,Tiguan,2014,Semi-Automatic,45361,10692
Hyundai,Tucson,2006,Manual,238219,5835
Kia,Rio,2004,Automatic,255971,4980
Audi,Q5,2008,Manual,69232,9015
Honda,Civic,2004,Automatic,204272,5714
BMW,3 Series,2004,Automatic,190504,7189
Hyundai,Tucson,2023,Manual,165233,10095
Kia,Rio,2020,Automatic,28207,13835
BMW,5 Series,2015,Manual,46948,9661
Mercedes,GLA,2000,Automatic,169471,6710
Volkswagen,Golf,2006,Semi-Automatic,11898,9362
Kia,Rio,2016,Manual,195310,8893
Mercedes,GLA,2005,Automatic,106697,10866
Mercedes,GLA,2003,Semi-Automatic,84040,4919
BMW,3 Series,2016,Manual,282955,5440
Honda,Civic,2006,Semi-Automatic,28584,10628
Hyundai,Elantra,2010,Automatic,175448,7491
Kia,Sportage,2002,Manual,170511,3389
BMW,3 Series,2018,Automatic,224572,8908
Kia,Optima,2009,Manual,2178,12256
Hyundai,Elantra,2003,Automatic,183050,8439
Toyota,Corolla,2014,Semi-Automatic,74835,13503
Mercedes,GLA,2010,Automatic,53775,10924
Honda,Civic,2009,Automatic,287293,5654
Toyota,RAV4,2001,Manual,253850,4423
Audi,A3,2015,Semi-Automatic,87318,10553
Audi,Q5,2023,Semi-Automatic,9186,11816
Audi,A4,2004,Automatic,276047,5079
Hyundai,Elantra,2017,Semi-Automatic,269121,8217
Volkswagen,Golf,2005,Semi-Automatic,164618,7107
Audi,A4,2000,Manual,153107,2637
Mercedes,E-Class,2006,Manual,117365,8052
Mercedes,GLA,2015,Semi-Automatic,90840,11583
Audi,A4,2019,Semi-Automatic,251842,5763
Audi,A3,2012,Manual,61091,11978
Hyundai,Tucson,2012,Semi-Automatic,143095,9038
Toyota,RAV4,2007,Semi-Automatic,19822,12403
Honda,Accord,2019,Manual,264195,11116
Kia,Sportage,2002,Automatic,55132,6797
Ford,Explorer,2015,Manual,278368,5232
Ford,Explorer,2020,Automatic,19112,18017
Ford,Fiesta,2017,Automatic,126925,12661
Toyota,Camry,2017,Semi-Automatic,214761,8604
Toyota,Camry,2016,Semi-Automatic,194057,7018
BMW,X5,2006,Manual,213444,4631
Kia,Sportage,2010,Automatic,86587,13168
Chevrolet,Impala,2010,Semi-Automatic,143446,7731
Mercedes,C-Class,2004,Manual,206740,4565
Hyundai,Elantra,2005,Semi-Automatic,210553,4688
Hyundai,Tucson,2015,Manual,41604,12167
Mercedes,C-Class,2014,Automatic,118322,11833
Hyundai,Sonata,2003,Semi-Automatic,49535,6909
Kia,Optima,2002,Automatic,120745,8185
Audi,A4,2012,Semi-Automatic,115240,6795
Volkswagen,Tiguan,2008,Automatic,260803,6183
Chevrolet,Equinox,2017,Semi-Automatic,94503,9109
Hyundai,Tucson,2010,Automatic,265499,6190
Volkswagen,Tiguan,2023,Automatic,79464,14710
Hyundai,Elantra,2006,Semi-Automatic,237087,6958
Toyota,RAV4,2009,Automatic,209820,7603
Kia,Optima,2000,Automatic,184243,5115
Honda,Civic,2019,Semi-Automatic,206570,10368
Toyota,Camry,2004,Automatic,74760,9004
Honda,CR-V,2008,Manual,223833,6923
Ford,Fiesta,2013,Semi-Automatic,201867,6862
Toyota,Corolla,2017,Semi-Automatic,292791,6344
BMW,5 Series,2022,Automatic,271186,12676
Honda,Civic,2022,Manual,295822,6483
Ford,Focus,2019,Manual,50277,10794
Kia,Optima,2000,Automatic,136758,5764
Mercedes,E-Class,2023,Automatic,142580,12248
Volkswagen,Tiguan,2017,Manual,198877,11022
Toyota,Corolla,2008,Semi-Automatic,226997,5760
Kia,Rio,2012,Semi-Automatic,255979,6880
Mercedes,E-Class,2009,Automatic,55776,11184
BMW,5 Series,2011,Automatic,125132,9597
Honda,Civic,2003,Automatic,36867,10862
Ford,Fiesta,2009,Semi-Automatic,98504,10329
Audi,Q5,2018,Automatic,198938,13721
Ford,Explorer,2003,Manual,80305,7993
Volkswagen,Tiguan,2012,Automatic,236234,8775
Kia,Optima,2007,Automatic,57469,10050
Kia,Rio,2020,Semi-Automatic,175803,9683
Hyundai,Sonata,2008,Manual,115077,8898
Chevrolet,Impala,2012,Manual,226494,5970
Mercedes,GLA,2001,Automatic,66602,7367
Honda,CR-V,2012,Semi-Automatic,2523,8849
Kia,Rio,2006,Manual,44270,9914
BMW,5 Series,2011,Automatic,155564,9388
Chevrolet,Equinox,2011,Manual,47252,9754
Toyota,Corolla,2021,Automatic,46069,14878
Audi,Q5,2023,Manual,71686,14966
Kia,Rio,2019,Manual,298171,9436
BMW,3 Series,2012,Manual,274300,4514
Honda,CR-V,2009,Manual,116199,7976
Kia,Optima,2022,Semi-Automatic,43615,12427
Mercedes,C-Class,2006,Automatic,44802,10503
BMW,5 Series,2004,Manual,221278,2874
BMW,5 Series,2009,Semi-Automatic,235315,3193
Kia,Optima,2016,Semi-Automatic,76022,12179
Toyota,RAV4,2006,Manual,16240,8275
Chevrolet,Impala,2007,Automatic,217729,7745
Hyundai,Elantra,2005,Automatic,263796,4624
Ford,Fiesta,2017,Semi-Automatic,117752,11244
Honda,Accord,2002,Semi-Automatic,43827,9723
Chevrolet,Impala,2011,Automatic,30456,12090
Audi,A3,2016,Manual,66533,9769
BMW,3 Series,2021,Automatic,23265,17134
Honda,Civic,2012,Automatic,236484,5970
Ford,Focus,2014,Manual,34512,10809
Ford,Explorer,2002,Semi-Automatic,142381,4052
Volkswagen,Tiguan,2010,Manual,286604,7367
Honda,Civic,2020,Manual,108790,13724
Ford,Fiesta,2007,Automatic,196570,7268
Kia,Optima,2001,Automatic,37724,9545
Audi,A3,2003,Manual,212257,4154
Honda,Civic,2002,Automatic,287023,3159
Kia,Rio,2022,Automatic,36802,13963
Kia,Sportage,2022,Manual,204252,9814
Honda,Civic,2013,Semi-Automatic,83824,10123
Kia,Rio,2000,Manual,275230,2000
Audi,A3,2021,Semi-Automatic,12072,16758
Audi,A4,2012,Manual,273161,3736
Chevrolet,Equinox,2006,Automatic,189547,6709
Hyundai,Sonata,2014,Automatic,236942,7361
Toyota,Corolla,2020,Automatic,170003,12399
Chevrolet,Malibu,2021,Semi-Automatic,72300,11654
Volkswagen,Passat,2020,Semi-Automatic,107321,12553
Toyota,Corolla,2021,Automatic,14924,18301
Mercedes,E-Class,2006,Manual,96152,5276
